UserID,letter,from_x,from_y,to_x,to_y,timeStamp
1657210099426,6,1,2,2,2,10:14:46
1657210099426,5,0,2,1,2,10:14:47
1657210099426,3,0,1,0,2,10:14:48
1657210099426,2,1,1,0,1,10:14:49
1657210099426,5,1,2,1,1,10:14:52
1657210099426,6,2,2,1,2,10:14:53
1657210099426,12,2,1,2,2,10:14:57
1657210099426,12,2,2,2,1,10:15:01
1657210099426,12,2,1,2,2,10:15:03
1657210099426,11,2,0,2,1,10:15:05
1657210099426,8,2,3,1,3,10:15:13
1657210099426,6,1,2,1,1,10:15:10
1657210099426,7,1,3,1,2,10:15:11
1657210099426,10,1,0,2,0,10:15:08
1657210099426,5,1,1,1,0,10:15:09
1657210099426,10,2,0,2,1,10:15:18
1657210099426,9,3,0,2,0,10:15:19
1657210099426,12,2,2,2,3,10:15:16
1657210099426,13,3,1,3,0,10:15:20
1657210099426,11,2,1,2,2,10:15:17
1657210099426,14,3,2,3,1,10:15:21
1657210099426,15,3,3,3,2,10:15:22
1657210359013,5,0,1,1,1,11:15:00
1657210359013,6,0,0,0,1,11:15:03
1657210359013,1,1,0,0,0,11:15:05
1657210359013,5,1,1,1,0,11:15:07
1657210359013,6,0,1,1,1,11:15:09
1657210359013,2,0,2,0,1,11:15:11
1657210359013,3,1,2,0,2,11:15:13
1657210359013,7,2,2,1,2,11:15:15
1657210359013,11,2,3,2,2,11:15:18
1657210359013,12,3,3,2,3,11:15:20
1657210461354,5,0,1,1,1,12:17:25
1657210461354,6,0,0,0,1,12:17:26
1657210461354,5,1,1,1,0,12:17:28
1657210461354,6,0,1,1,1,12:17:28
1657210461354,2,0,2,0,1,12:17:29
1657210461354,1,1,0,0,0,12:17:27
1657210461354,3,1,2,0,2,12:17:30
1657210461354,7,2,2,1,2,12:17:31
1657210461354,11,2,3,2,2,12:17:35
1657210461354,12,3,3,2,3,12:17:36
1657210421904,5,0,1,1,1,12:19:19
1657210421904,6,0,0,0,1,12:19:21
1657210421904,1,1,0,0,0,12:19:22
1657210421904,5,1,1,1,0,12:19:24
1657210421904,6,0,1,1,1,12:19:25
1657210421904,3,1,2,0,2,12:19:27
1657210421904,15,3,2,2,2,12:19:35
1657210421904,12,3,3,3,2,12:19:36
1657210421904,11,2,3,3,3,12:19:37
1657210421904,2,0,2,0,1,12:19:26
1657210421904,7,2,2,1,2,12:19:30
1657210421904,15,2,2,2,3,12:19:37
1657210421904,11,3,3,3,2,12:19:39
1657210421904,15,2,3,3,3,12:19:40
1657210421904,12,2,2,2,3,12:19:41
1657210421904,12,3,2,2,2,12:19:38
1657210421904,11,3,2,2,2,12:19:43
1657210421904,15,3,3,3,2,12:19:44
1657210556144,5,0,1,1,1,11:21:44
1657210556144,6,0,0,0,1,11:21:46
1657210556144,1,1,0,0,0,11:21:47
1657210556144,5,1,1,1,0,11:21:51
1657210556144,6,0,1,1,1,11:21:56
1657210556144,2,0,2,0,1,11:21:57
1657210556144,3,1,2,0,2,11:21:58
1657210556144,12,3,3,2,3,11:22:03
1657210556144,7,2,2,1,2,11:22:00
1657210556144,11,2,3,2,2,11:22:02
1657210794863,5,0,1,1,1,12:23:01
1657210794863,2,0,2,0,1,12:23:03
1657210794863,3,1,2,0,2,12:23:05
1657210794863,7,2,2,1,2,12:23:16
1657210794863,10,2,1,2,2,12:23:23
1657210794863,9,2,0,2,1,12:23:28
1657210794863,6,0,0,1,0,12:23:57
1657210794863,1,1,0,2,0,12:23:50
1657210794863,6,1,0,0,0,12:24:06
1657210794863,5,1,1,1,0,12:24:08
1657210794863,2,0,1,1,1,12:24:12
1657210794863,6,0,0,0,1,12:24:14
1657210794863,5,1,0,0,0,12:24:15
1657210794863,1,2,0,1,0,12:24:16
1657210794863,9,2,1,2,0,12:24:19
1657210794863,10,2,2,2,1,12:24:24
1657210794863,11,2,3,2,2,12:24:25
1657210794863,12,3,3,2,3,12:24:27
1657210794863,15,3,2,3,3,12:24:28
1657210794863,14,3,1,3,2,12:24:29
1657210794863,13,3,0,3,1,12:24:33
1657210794863,9,2,0,3,0,12:24:40
1657210794863,10,2,1,2,0,12:24:46
1657210794863,2,1,1,2,1,12:24:48
1657210794863,6,0,1,1,1,12:24:50
1657210794863,5,0,0,0,1,12:24:52
1657210794863,1,1,0,0,0,12:24:53
1657210794863,6,1,1,1,0,12:25:01
1657210794863,5,0,1,1,1,12:25:03
1657210794863,5,1,1,0,1,12:25:31
1657210794863,2,2,1,1,1,12:25:33
1657210794863,9,3,0,2,0,12:25:37
1657210794863,10,2,0,2,1,12:25:36
1657210794863,10,2,1,3,1,12:25:49
1657210794863,7,1,2,2,2,12:25:53
1657210794863,3,0,2,1,2,12:25:55
1657210794863,13,3,1,3,0,12:25:46
1657210794863,5,0,1,0,2,12:25:58
1657210794863,2,1,1,0,1,12:26:00
1657210794863,11,2,2,2,1,12:25:52
1657210794863,11,2,1,1,1,12:26:14
1657210794863,7,2,2,2,1,12:26:16
1657210794863,12,2,3,2,2,12:26:19
1657210794863,8,1,3,2,3,12:26:21
1657210794863,4,0,3,1,3,12:26:29
1657210794863,5,0,2,0,3,12:26:31
1657210794863,4,1,3,1,2,12:26:36
1657210794863,5,0,3,1,3,12:26:37
1657210794863,3,0,2,0,3,12:26:38
1657210794863,3,1,2,0,2,12:26:32
1657210794863,5,1,3,1,2,12:26:45
1657210794863,3,0,3,1,3,12:26:48
1657210794863,4,0,2,0,3,12:26:51
1657210794863,5,1,2,0,2,12:26:52
1657210794863,3,1,3,1,2,12:26:53
1657210794863,4,0,3,1,3,12:26:53
1657210794863,4,1,3,0,3,12:26:56
1657210794863,4,1,2,0,2,12:26:41
1657210794863,3,1,2,1,3,12:26:58
1657210794863,5,0,2,1,2,12:26:59
1657210794863,5,1,2,1,3,12:27:06
1657210794863,4,0,2,1,2,12:27:10
1657210794863,3,0,3,0,2,12:27:10
1657210794863,4,0,3,0,2,12:27:03
1657210794863,5,1,3,0,3,12:27:13
1657210794863,3,1,3,0,3,12:27:04
1657210794863,4,1,2,1,3,12:27:13
1657210794863,3,0,2,1,2,12:27:16
1657210794863,3,1,2,0,2,12:27:20
1657210794863,11,1,1,1,2,12:27:22
1657210794863,12,2,2,2,1,12:27:25
1657210794863,8,2,3,2,2,12:27:27
1657210794863,15,3,3,2,3,12:27:29
1657210794863,7,2,1,1,1,12:27:24
1657210794863,11,1,2,2,2,12:27:35
1657210794863,15,2,3,3,3,12:27:32
1657210794863,3,0,2,1,2,12:27:45
1657210794863,8,2,2,2,3,12:27:35
1657210794863,3,1,2,0,2,12:27:47
1657210794863,11,2,2,1,2,12:27:49
1657210794863,8,2,3,2,2,12:27:50
1657210794863,5,0,3,1,3,12:27:54
1657210794863,3,0,2,0,3,12:27:55
1657210794863,11,1,2,0,2,12:27:57
1657210794863,4,1,3,2,3,12:27:52
1657210794863,5,1,3,1,2,12:27:59
1657210794863,4,2,3,1,3,12:27:59
1657210794863,8,2,2,2,3,12:28:00
1657210794863,8,2,3,2,2,12:28:04
1657210794863,11,0,2,1,2,12:28:16
1657210794863,3,0,3,0,2,12:28:17
1657210794863,8,2,2,2,3,12:28:12
1657210794863,5,1,2,2,2,12:28:14
1657210794863,11,1,2,1,3,12:28:23
1657210794863,4,1,3,0,3,12:28:18
1657210794863,7,1,2,1,1,12:28:31
1657210794863,7,1,1,1,2,12:28:32
1657210794863,7,1,1,1,2,12:28:27
1657210794863,6,1,0,1,1,12:28:39
1657210794863,9,2,0,1,0,12:28:43
1657210794863,12,2,1,2,0,12:28:46
1657210794863,5,2,2,2,1,12:28:46
1657210794863,7,1,2,2,2,12:28:47
1657210794863,5,2,1,1,1,12:28:50
1657210794863,12,2,0,2,1,12:28:51
1657210794863,9,1,0,2,0,12:28:52
1657210794863,5,1,1,1,0,12:28:53
1657210794863,6,1,2,1,1,12:28:55
1657210794863,6,1,1,1,2,12:28:49
1657210794863,7,2,2,1,2,12:28:57
1657210794863,8,2,3,2,2,12:29:02
1657210794863,11,1,3,2,3,12:29:03
1657210794863,7,1,2,1,3,12:29:08
1657210794863,8,2,2,1,2,12:29:09
1657210794863,11,2,3,2,2,12:29:10
1657210794863,14,3,2,3,3,12:29:15
1657210794863,8,1,2,2,2,12:29:18
1657210794863,7,1,3,1,2,12:29:19
1657210794863,7,1,2,1,3,12:29:23
1657210794863,8,2,2,1,2,12:29:25
1657210794863,15,3,3,2,3,12:29:13
1657210794863,11,2,2,3,2,12:29:16
1657210794863,12,2,1,2,2,12:29:28
1657210794863,9,2,0,2,1,12:29:29
1657210794863,5,1,0,2,0,12:29:30
1657210794863,6,1,1,1,0,12:29:31
1657210794863,8,1,2,1,1,12:29:35
1657210794863,15,2,3,1,3,12:29:42
1657210794863,12,2,2,2,3,12:29:43
1657210794863,7,1,2,2,2,12:29:49
1657210794863,7,1,3,1,2,12:29:37
1657210794863,9,2,1,1,1,12:30:01
1657210794863,7,2,2,2,1,12:30:02
1657210794863,8,1,1,1,2,12:29:55
1657210794863,9,1,1,1,2,12:30:04
1657210794863,7,2,1,1,1,12:30:05
1657210794863,8,1,2,2,2,12:30:03
1657210794863,8,2,2,2,1,12:30:11
1657210794863,12,2,3,2,2,12:30:15
1657210794863,9,1,2,1,3,12:30:18
1657210794863,12,2,2,1,2,12:30:22
1657210794863,8,2,1,2,2,12:30:23
1657210794863,7,1,1,2,1,12:30:25
1657210794863,12,1,2,1,1,12:30:26
1657210794863,8,2,2,1,2,12:30:26
1657210794863,15,1,3,2,3,12:30:16
1657210794863,7,2,1,2,2,12:30:43
1657210794863,8,1,2,1,1,12:30:45
1657210794863,15,2,3,2,2,12:30:50
1657210794863,12,1,1,2,1,12:30:44
1657210794863,9,1,3,2,3,12:30:54
1657210794863,7,1,2,1,3,12:31:02
1657210794863,7,2,2,1,2,12:30:46
1657210794863,8,1,1,1,2,12:31:05
1657210794863,6,1,0,1,1,12:31:06
1657210794863,5,2,0,1,0,12:31:07
1657210794863,12,2,1,2,0,12:31:11
1657210794863,8,1,2,2,2,12:31:15
1657210794863,15,2,2,2,1,12:31:13
1657210794863,7,1,3,1,2,12:31:18
1657210794863,9,2,3,1,3,12:31:19
1657210794863,8,2,2,2,3,12:31:23
1657210794863,7,1,2,2,2,12:31:32
1657210794863,9,1,3,1,2,12:31:34
1657210794863,8,2,3,1,3,12:31:35
1657210794863,7,2,2,2,3,12:31:36
1657210794863,9,1,2,2,2,12:31:37
1657210794863,8,1,3,1,2,12:31:39
1657210794863,7,2,3,1,3,12:31:40
1657210794863,14,3,3,2,3,12:31:41
1657210794863,11,3,2,3,3,12:31:42
1657210794863,9,2,2,3,2,12:31:50
1657210794863,14,2,3,2,2,12:31:52
1657210794863,7,1,3,2,3,12:31:55
1657210794863,8,1,2,1,3,12:31:56
1657210794863,14,2,2,1,2,12:31:57
1657210794863,7,2,3,2,2,12:31:58
1657210794863,8,1,3,2,3,12:32:02
1657210794863,7,2,2,1,2,12:32:04
1657210794863,7,1,2,2,2,12:32:06
1657210794863,8,2,3,1,3,12:32:08
1657210794863,7,2,2,2,3,12:32:09
1657210794863,14,1,2,1,3,12:32:04
1657210794863,14,1,2,2,2,12:32:10
1657210794863,14,1,3,1,2,12:32:07
1657210794863,14,2,2,1,2,12:32:15
1657210794863,7,2,3,2,2,12:32:18
1657210794863,8,1,3,2,3,12:32:22
1657210794863,7,2,2,1,2,12:32:25
1657210794863,9,3,2,2,2,12:32:31
1657210794863,11,3,3,3,2,12:32:34
1657210794863,14,1,3,2,3,12:32:36
1657210794863,14,1,2,1,3,12:32:23
1657210794863,6,1,1,1,2,12:32:43
1657210794863,6,1,2,1,1,12:32:44
1657210794863,9,2,2,1,2,12:32:47
1657210794863,8,2,3,3,3,12:32:34
1657210794863,14,2,3,2,2,12:32:49
1657210794863,8,3,3,2,3,12:32:50
1657210794863,14,2,2,3,2,12:32:53
1657210794863,7,1,2,1,3,12:32:41
1657210794863,11,3,2,3,3,12:32:52
1657210794863,9,1,2,2,2,12:32:55
1657210794863,7,1,3,1,2,12:32:56
1657210794863,8,2,3,1,3,12:32:56
1657210794863,11,3,3,2,3,12:33:04
1657210794863,14,3,2,3,3,12:33:05
1657210794863,15,2,1,3,1,12:33:08
1657210794863,9,2,2,2,1,12:33:10
1657210794863,10,3,2,2,2,12:33:12
1657210794863,15,3,1,3,2,12:33:14
1657210794863,13,3,0,3,1,12:33:16
1657210794863,12,2,0,3,0,12:33:18
1657210794863,9,2,1,2,0,12:33:19
1657210794863,10,2,2,2,1,12:33:20
1657210794863,11,2,3,2,2,12:33:24
1657210794863,11,2,2,2,3,12:33:28
1657210794863,10,2,1,2,2,12:33:31
1657210794863,10,3,1,3,2,12:33:07
1657210794863,13,3,1,2,1,12:33:34
1657210794863,12,3,0,3,1,12:33:35
1657210794863,9,2,0,3,0,12:33:36
1657210794863,13,2,1,2,0,12:33:37
1657210794863,10,2,2,2,1,12:33:39
1657210794863,10,2,1,3,1,12:33:46
1657210794863,15,2,2,2,1,12:33:47
1657210794863,11,2,3,2,2,12:33:48
1657210794863,14,3,3,2,3,12:33:51
1657210794863,12,3,2,3,3,12:33:52
1657210794863,11,2,2,3,2,12:33:53
1657210794863,15,2,1,2,2,12:33:56
1657210794863,10,3,1,2,1,12:33:57
1657210794863,15,3,2,2,2,12:33:40
1657210794863,10,2,1,3,1,12:34:02
1657210794863,12,3,1,3,2,12:33:44
1657210794863,13,2,0,2,1,12:34:03
1657210794863,9,3,0,2,0,12:34:04
1657210794863,9,2,0,3,0,12:34:07
1657210794863,15,2,2,2,1,12:34:13
1657210794863,11,3,2,2,2,12:34:15
1657210794863,9,3,0,3,1,12:34:17
1657210794863,10,3,1,3,2,12:34:16
1657210794863,9,3,1,2,1,12:34:20
1657210794863,13,2,1,2,0,12:34:09
1657210794863,10,3,2,3,1,12:34:21
1657210794863,15,2,1,2,0,12:34:19
1657210794863,12,3,3,3,2,12:34:28
1657210794863,13,2,0,3,0,12:34:18
1657210794863,11,2,2,2,3,12:34:34
1657210794863,14,2,3,3,3,12:34:29
1657210794863,10,3,1,3,2,12:34:37
1657210794863,13,3,0,3,1,12:34:39
1657210794863,13,3,1,2,1,12:34:42
1657210794863,10,3,2,3,1,12:34:43
1657210794863,13,2,1,2,2,12:34:45
1657210794863,12,3,2,3,1,12:34:50
1657210794863,14,3,3,3,2,12:34:53
1657210794863,12,3,2,2,2,12:34:36
1657210794863,11,2,3,3,3,12:34:54
1657210794863,13,2,2,2,3,12:34:54
1657210794863,15,2,0,3,0,12:34:40
1657210794863,9,2,1,2,0,12:34:41
1657210794863,14,3,2,2,2,12:34:55
1657210794863,11,3,3,3,2,12:34:56
1657210794863,12,2,2,3,2,12:34:44
1657210794863,13,2,3,3,3,12:34:56
1657210794863,10,3,1,2,1,12:34:46
1657210794863,11,3,2,2,2,12:34:58
1657210794863,12,3,1,3,2,12:34:59
1657210794863,12,3,2,2,2,12:35:04
1657210794863,13,3,3,3,2,12:35:06
1657210794863,14,2,3,3,3,12:35:07
1657210794863,12,2,2,2,3,12:35:08
1657210794863,13,3,2,2,2,12:35:10
1657210794863,14,2,2,2,3,12:34:57
1657210794863,10,3,1,3,2,12:35:13
1657210794863,10,2,1,3,1,12:35:02
1657210794863,11,2,2,2,1,12:35:03
1657210794863,13,2,2,3,2,12:35:17
1657210794863,10,3,2,3,1,12:35:16
1657210794863,11,2,1,2,2,12:35:18
1657210794863,10,3,1,2,1,12:35:20
1657210794863,13,3,2,3,1,12:35:27
1657210794863,14,3,3,3,2,12:35:30
1657210794863,14,3,2,3,3,12:35:34
1657210794863,15,3,0,3,1,12:35:36
1657210794863,13,3,1,3,2,12:35:35
1657210794863,9,2,0,3,0,12:35:45
1657210794863,10,2,1,2,0,12:35:46
1657210794863,15,3,1,2,1,12:35:48
1657210794863,13,3,2,3,1,12:35:52
1657210794863,15,2,1,2,2,12:36:00
1657210794863,10,2,0,2,1,12:36:02
1657210794863,11,2,2,3,2,12:35:59
1657210794863,9,3,0,2,0,12:36:03
1657210794863,13,3,1,3,0,12:36:06
1657210794863,10,2,1,3,1,12:36:13
1657210794863,15,2,2,2,1,12:36:14
1657210794863,11,3,2,2,2,12:36:16
1657210794863,14,3,3,3,2,12:36:21
1657210794863,12,2,3,3,3,12:36:22
1657210794863,11,2,2,2,3,12:36:24
1657210794863,15,2,1,2,2,12:36:25
1657210794863,10,3,1,2,1,12:36:27
1657210794863,14,3,2,3,1,12:36:30
1657210794863,15,2,2,3,2,12:36:32
1657210794863,12,3,3,2,3,12:36:34
1657210794863,11,2,3,2,2,12:36:33
1657210780716,3,1,2,1,1,09:24:44
1657210780716,2,0,2,1,2,09:24:46
1657210780716,5,0,1,0,2,09:25:04
1657210780716,6,0,0,0,1,09:25:09
1657210780716,1,1,0,0,0,09:25:13
1657210780716,3,1,1,1,0,09:25:19
1657210780716,6,0,1,1,1,09:25:24
1657210780716,5,0,2,0,1,09:25:26
1657210780716,2,1,2,0,2,09:25:29
1657210780716,5,0,1,1,1,09:25:32
1657210780716,2,0,2,0,1,09:25:34
1657210780716,6,1,1,1,2,09:25:30
1657210780716,8,1,3,0,3,09:25:41
1657210780716,6,1,2,1,3,09:25:43
1657210780716,5,1,1,1,2,09:25:45
1657210780716,3,1,0,1,1,09:25:46
1657210780716,4,0,3,0,2,09:25:39
1657210780716,9,2,0,1,0,09:25:57
1657210780716,10,2,1,2,0,09:25:58
1657210780716,7,2,2,2,1,09:26:00
1657210780716,11,2,3,2,2,09:26:03
1657210780716,8,0,3,1,3,09:26:11
1657210780716,6,1,3,2,3,09:26:07
1657210780716,4,0,2,0,3,09:26:12
1657210780716,5,1,2,0,2,09:26:14
1657210780716,3,1,1,1,2,09:26:19
1657210780716,7,2,1,1,1,09:26:21
1657210780716,6,2,3,2,2,09:26:23
1657210780716,8,1,3,2,3,09:26:25
1657210780716,5,0,2,0,3,09:26:28
1657210780716,3,1,2,0,2,09:26:29
1657210780716,11,2,2,2,1,09:26:22
1657210780716,7,1,1,1,2,09:26:39
1657210780716,4,0,3,1,3,09:26:26
1657210780716,11,2,1,1,1,09:26:41
1657210780716,6,2,2,2,1,09:26:42
1657210780716,8,2,3,2,2,09:26:43
1657210780716,4,1,3,2,3,09:26:45
1657210780716,5,0,3,1,3,09:26:53
1657210780716,5,1,3,0,3,09:27:01
1657210780716,8,2,2,2,3,09:27:04
1657210780716,7,1,2,2,2,09:27:05
1657210780716,3,0,2,1,2,09:27:10
1657210780716,4,2,3,1,3,09:27:02
1657210780716,5,0,3,0,2,09:27:15
1657210780716,4,1,3,0,3,09:27:17
1657210780716,3,1,2,1,3,09:27:18
1657210780716,5,0,2,1,2,09:27:19
1657210780716,3,1,3,0,3,09:27:30
1657210780716,4,0,3,0,2,09:27:25
1657210780716,8,2,3,1,3,09:27:41
1657210780716,7,2,2,2,3,09:27:42
1657210780716,5,1,2,2,2,09:27:44
1657210780716,4,0,2,1,2,09:27:45
1657210780716,3,0,2,0,3,09:27:56
1657210780716,2,0,1,0,2,09:27:58
1657210780716,1,0,0,0,1,09:28:00
1657210780716,3,0,3,0,2,09:27:47
1657210780716,9,1,0,0,0,09:28:01
1657210780716,11,1,1,1,0,09:28:03
1657210780716,2,0,2,0,1,09:28:18
1657210780716,3,0,3,0,2,09:28:20
1657210780716,1,0,1,1,1,09:28:17
1657210780716,8,1,3,0,3,09:28:21
1657210780716,4,1,2,1,3,09:28:26
1657210780716,5,2,2,1,2,09:28:33
1657210780716,10,2,0,2,1,09:28:35
1657210780716,11,1,0,2,0,09:28:37
1657210780716,1,1,1,1,0,09:28:39
1657210780716,6,2,1,2,2,09:28:34
1657210780716,9,0,0,0,1,09:28:45
1657210780716,2,0,1,1,1,09:28:41
1657210780716,1,1,0,0,0,09:28:46
1657210780716,2,1,1,1,0,09:28:48
1657210780716,9,0,1,1,1,09:28:57
1657210780716,3,0,2,0,1,09:29:22
1657210780716,4,1,3,0,3,09:29:32
1657210780716,5,1,2,1,3,09:29:36
1657210780716,8,0,3,0,2,09:29:25
1657210780716,8,0,2,1,2,09:29:38
1657210780716,3,0,1,1,1,09:29:46
1657210780716,8,0,2,0,1,09:29:47
1657210780716,9,1,2,0,2,09:29:49
1657210780716,3,1,1,1,2,09:29:50
1657210780716,2,1,0,1,1,09:29:52
1657210780716,11,2,0,1,0,09:29:54
1657210780716,10,2,1,2,0,09:29:55
1657210780716,6,2,2,2,1,09:29:56
1657210780716,8,1,2,0,2,09:29:43
1657210780716,9,1,1,1,2,09:29:44
1657210780716,7,2,3,2,2,09:29:58
1657210780716,9,0,2,0,3,09:30:02
1657210780716,8,0,1,0,2,09:30:03
1657210780716,2,1,1,0,1,09:30:04
1657210780716,5,1,3,2,3,09:29:59
1657210780716,4,0,3,1,3,09:30:01
1657210780716,11,1,0,1,1,09:30:08
1657210780716,7,2,2,2,1,09:30:14
1657210780716,10,2,0,1,0,09:30:09
1657210780716,6,2,1,2,0,09:30:11
1657210780716,5,2,3,2,2,09:30:17
1657210780716,4,1,3,2,3,09:30:20
1657210780716,8,0,2,0,3,09:30:22
1657210780716,3,1,2,0,2,09:30:24
1657210780716,9,0,3,1,3,09:30:21
1657210780716,11,1,1,1,2,09:30:42
1657210780716,10,1,0,1,1,09:30:44
1657210780716,6,2,0,1,0,09:30:45
1657210780716,5,2,2,2,1,09:30:47
1657210780716,8,0,3,1,3,09:30:54
1657210780716,11,1,2,2,2,09:30:51
1657210780716,9,1,3,1,2,09:30:53
1657210780716,7,2,1,2,0,09:30:46
1657210780716,8,1,3,0,3,09:31:15
1657210780716,4,2,3,1,3,09:31:16
1657210780716,11,2,2,2,3,09:31:18
1657210780716,7,2,0,2,1,09:31:21
1657210780716,5,2,1,2,2,09:31:20
1657210780716,10,1,1,1,0,09:31:24
1657210780716,6,1,0,2,0,09:31:22
1657210780716,9,1,2,1,1,09:31:25
1657210780716,3,0,2,1,2,09:31:26
1657210780716,4,1,3,0,3,09:31:28
1657210780716,8,0,3,0,2,09:31:27
1657210780716,4,0,3,1,3,09:31:37
1657210780716,8,0,2,0,3,09:31:38
1657210780716,3,1,2,0,2,09:31:40
1657210780716,4,1,3,1,2,09:32:25
1657210780716,8,0,3,1,3,09:32:26
1657210780716,3,0,2,0,3,09:32:28
1657210780716,4,1,2,0,2,09:32:29
1657210780716,5,2,2,1,2,09:32:31
1657210780716,7,2,1,2,2,09:32:34
1657210780716,6,2,0,2,1,09:32:36
1657210780716,10,1,0,2,0,09:32:38
1657210780716,9,1,1,1,0,09:32:39
1657210780716,7,2,2,1,2,09:32:44
1657210780716,6,2,1,2,2,09:32:45
1657210780716,10,2,0,2,1,09:32:47
1657210780716,9,1,0,2,0,09:32:48
1657210780716,5,1,1,1,0,09:32:49
1657210780716,5,1,2,1,1,09:32:41
1657210780716,7,1,2,1,1,09:33:00
1657210780716,6,2,2,1,2,09:33:01
1657210780716,11,2,3,2,2,09:33:05
1657210780716,8,1,3,2,3,09:33:06
1657210780716,6,1,2,1,3,09:33:17
1657210780716,10,2,1,1,1,09:33:23
1657210780716,11,2,2,2,1,09:33:24
1657210780716,8,2,3,2,2,09:33:25
1657210780716,6,1,3,2,3,09:33:29
