user_id,PointID,event_type,eventTimeStamp,org_axis,new_axis
6800865064849,26,hover,2023-08-01 22:12:24.222000,,
6800865064849,,zoom,2023-08-01 22:12:24.270000,,
6800865064849,,zoom,2023-08-01 22:12:24.295000,,
6800865064849,,drag,2023-08-01 22:12:24.296000,,
6800865064849,26,hover,2023-08-01 22:12:24.300000,,
6800865064849,,zoom,2023-08-01 22:12:24.352000,,
6800865064849,,zoom,2023-08-01 22:12:24.390000,,
6800865064849,,drag,2023-08-01 22:12:24.390000,,
6800865064849,26,hover,2023-08-01 22:12:24.394000,,
6800865064849,,zoom,2023-08-01 22:12:24.430000,,
6800865064849,6,hover,2023-08-01 22:12:24.496000,,
6800865064849,,zoom,2023-08-01 22:12:24.499000,,
6800865064849,,drag,2023-08-01 22:12:24.499000,,
6800865064849,26,hover,2023-08-01 22:12:24.503000,,
6800865064849,,zoom,2023-08-01 22:12:24.555000,,
6800865064849,,zoom,2023-08-01 22:12:24.578000,,
6800865064849,,drag,2023-08-01 22:12:24.578000,,
6800865064849,26,hover,2023-08-01 22:12:24.583000,,
6800865064849,,zoom,2023-08-01 22:12:24.617000,,
6800865064849,,zoom,2023-08-01 22:12:24.653000,,
6800865064849,,drag,2023-08-01 22:12:24.654000,,
6800865064849,26,hover,2023-08-01 22:12:24.660000,,
6800865064849,,zoom,2023-08-01 22:12:24.699000,,
6800865064849,,drag,2023-08-01 22:12:24.720000,,
6800865064849,,zoom,2023-08-01 22:12:24.720000,,
6800865064849,26,hover,2023-08-01 22:12:24.724000,,
6800865064849,,zoom,2023-08-01 22:12:24.762000,,
6800865064849,,zoom,2023-08-01 22:12:24.783000,,
6800865064849,,drag,2023-08-01 22:12:24.783000,,
6800865064849,26,hover,2023-08-01 22:12:24.787000,,
6800865064849,,zoom,2023-08-01 22:12:24.822000,,
6800865064849,,zoom,2023-08-01 22:12:24.845000,,
6800865064849,,drag,2023-08-01 22:12:24.846000,,
6800865064849,26,hover,2023-08-01 22:12:24.850000,,
6800865064849,,zoom,2023-08-01 22:12:24.903000,,
6800865064849,,zoom,2023-08-01 22:12:24.924000,,
6800865064849,,drag,2023-08-01 22:12:24.924000,,
6800865064849,26,hover,2023-08-01 22:12:24.931000,,
6800865064849,,zoom,2023-08-01 22:12:24.977000,,
6800865064849,,zoom,2023-08-01 22:12:24.987000,,
6800865064849,,drag,2023-08-01 22:12:24.987000,,
6800865064849,26,hover,2023-08-01 22:12:24.991000,,
6800865064849,,zoom,2023-08-01 22:12:25.034000,,
6800865064849,,zoom,2023-08-01 22:12:25.044000,,
6800865064849,,drag,2023-08-01 22:12:25.044000,,
6800865064849,26,hover,2023-08-01 22:12:25.048000,,
6800865064849,,zoom,2023-08-01 22:12:25.089000,,
6800865064849,6,hover,2023-08-01 22:12:25.169000,,
6800865064849,,zoom,2023-08-01 22:12:25.173000,,
6800865064849,,drag,2023-08-01 22:12:25.174000,,
6800865064849,26,hover,2023-08-01 22:12:25.181000,,
6800865064849,,zoom,2023-08-01 22:12:25.230000,,
6800865064849,6,hover,2023-08-01 22:12:25.303000,,
6800865064849,,zoom,2023-08-01 22:12:25.306000,,
6800865064849,,drag,2023-08-01 22:12:25.307000,,
6800865064849,26,hover,2023-08-01 22:12:25.311000,,
6800865064849,,zoom,2023-08-01 22:12:25.354000,,
6800865064849,,zoom,2023-08-01 22:12:25.365000,,
6800865064849,,drag,2023-08-01 22:12:25.366000,,
6800865064849,26,hover,2023-08-01 22:12:25.369000,,
6800865064849,,zoom,2023-08-01 22:12:25.413000,,
6800865064849,,zoom,2023-08-01 22:12:25.655000,,
6800865064849,,drag,2023-08-01 22:12:25.655000,,
6800865064849,,zoom,2023-08-01 22:12:25.702000,,
6800865064849,,zoom,2023-08-01 22:12:25.729000,,
6800865064849,,drag,2023-08-01 22:12:25.730000,,
6800865064849,,zoom,2023-08-01 22:12:25.787000,,
6800865064849,,zoom,2023-08-01 22:12:25.812000,,
6800865064849,,drag,2023-08-01 22:12:25.813000,,
6800865064849,,zoom,2023-08-01 22:12:25.852000,,
6800865064849,,zoom,2023-08-01 22:12:25.873000,,
6800865064849,,drag,2023-08-01 22:12:25.873000,,
6800865064849,,zoom,2023-08-01 22:12:25.917000,,
6800865064849,,zoom,2023-08-01 22:12:25.944000,,
6800865064849,,drag,2023-08-01 22:12:25.944000,,
6800865064849,,zoom,2023-08-01 22:12:25.981000,,
6800865064849,,zoom,2023-08-01 22:12:26.012000,,
6800865064849,,drag,2023-08-01 22:12:26.013000,,
6800865064849,,zoom,2023-08-01 22:12:26.056000,,
6800865064849,,drag,2023-08-01 22:12:26.079000,,
6800865064849,,zoom,2023-08-01 22:12:26.079000,,
6800865064849,,zoom,2023-08-01 22:12:26.130000,,
6800865064849,,drag,2023-08-01 22:12:26.140000,,
6800865064849,,zoom,2023-08-01 22:12:26.140000,,
6800865064849,,zoom,2023-08-01 22:12:26.191000,,
6800865064849,,drag,2023-08-01 22:12:26.201000,,
6800865064849,,zoom,2023-08-01 22:12:26.201000,,
6800865064849,,zoom,2023-08-01 22:12:26.248000,,
6800865064849,,zoom,2023-08-01 22:12:26.350000,,
6800865064849,,drag,2023-08-01 22:12:26.350000,,
6800865064849,,zoom,2023-08-01 22:12:26.401000,,
6800865064849,,zoom,2023-08-01 22:12:27.088000,,
6800865064849,,zoom,2023-08-01 22:12:27.141000,,
6800865064849,,zoom,2023-08-01 22:12:27.205000,,
6800865064849,,zoom,2023-08-01 22:12:27.253000,,
6800865064849,,zoom,2023-08-01 22:12:27.350000,,
6800865064849,6,hover,2023-08-01 22:12:27.356000,,
6800865064849,,zoom,2023-08-01 22:12:27.402000,,
6800865064849,,zoom,2023-08-01 22:12:27.470000,,
6800865064849,,zoom,2023-08-01 22:12:27.513000,,
6800865064849,,zoom,2023-08-01 22:12:28.352000,,
6800865064849,,zoom,2023-08-01 22:12:28.392000,,
6800865064849,,zoom,2023-08-01 22:12:28.486000,,
6800865064849,,zoom,2023-08-01 22:12:28.537000,,
6800865064849,,zoom,2023-08-01 22:12:28.600000,,
6800865064849,,zoom,2023-08-01 22:12:28.650000,,
6800865064849,,zoom,2023-08-01 22:12:28.744000,,
6800865064849,,zoom,2023-08-01 22:12:28.794000,,
6800865064849,6,hover,2023-08-01 22:12:29.528000,,
6800865064849,26,hover,2023-08-01 22:12:29.569000,,
6800865064849,,zoom,2023-08-01 22:12:30.204000,,
6800865064849,,zoom,2023-08-01 22:12:30.246000,,
6800865064849,,zoom,2023-08-01 22:12:30.296000,,
6800865064849,,zoom,2023-08-01 22:12:30.348000,,
6800865064849,,zoom,2023-08-01 22:12:30.363000,,
6800865064849,,zoom,2023-08-01 22:12:30.407000,,
6800865064849,,zoom,2023-08-01 22:12:31.167000,,
6800865064849,,zoom,2023-08-01 22:12:31.216000,,
6800865064849,,zoom,2023-08-01 22:12:31.247000,,
6800865064849,,zoom,2023-08-01 22:12:31.302000,,
6800865064849,,zoom,2023-08-01 22:12:31.329000,,
6800865064849,,zoom,2023-08-01 22:12:31.380000,,
6800865064849,,zoom,2023-08-01 22:12:31.401000,,
6800865064849,,zoom,2023-08-01 22:12:31.452000,,
6800865064849,24,hover,2023-08-01 22:12:31.620000,,
6800865064849,,help,2023-08-01 22:12:32.169000,,
6800865064849,,help,2023-08-01 22:12:36.251000,,
6800865064849,18,click,2023-08-01 22:12:37.815000,,
6800865064849,,zoom,2023-08-01 22:12:37.890000,,
6800865064849,18,hover,2023-08-01 22:12:38.041000,,
6800865064849,,zoom,2023-08-01 22:12:38.591000,,
6800865064849,18,click,2023-08-01 22:12:39.319000,,
6800865064849,,zoom,2023-08-01 22:12:39.327000,,
6800865064849,18,hover,2023-08-01 22:12:39.462000,,
6800865064849,29,hover,2023-08-01 22:12:48.982000,,
6800865064849,9,hover,2023-08-01 22:12:51.948000,,
6800865064849,26,hover,2023-08-01 22:12:52.301000,,
6800865064849,9,hover,2023-08-01 22:14:09.836000,,
6800865064849,2,hover,2023-08-01 22:14:10.017000,,
6800865064849,,help,2023-08-01 22:14:10.635000,,
6800865064849,,help,2023-08-01 22:14:11.107000,,
6800865064849,,help,2023-08-01 22:14:12.107000,,
6800865064849,,help,2023-08-01 22:14:12.140000,,
6800865064849,,help,2023-08-01 22:14:12.782000,,
6800865064849,,help,2023-08-01 22:14:12.820000,,
6800865064849,,help,2023-08-01 22:14:12.859000,,
6800865064849,,help,2023-08-01 22:14:12.897000,,
6800865064849,,help,2023-08-01 22:14:12.942000,,
6800865064849,15,hover,2023-08-01 22:14:14.260000,,
6800865064849,15,click,2023-08-01 22:14:15.273000,,
6800865064849,,zoom,2023-08-01 22:14:15.281000,,
6800865064849,15,hover,2023-08-01 22:14:15.407000,,
6800865064849,,zoom,2023-08-01 22:14:17.678000,,
6800865064849,,help,2023-08-01 22:14:18.947000,,
6800865064849,,help,2023-08-01 22:14:28.049000,,
6800865064849,,help,2023-08-01 22:14:28.158000,,
6800865064849,,help,2023-08-01 22:14:28.370000,,
6800865064849,,help,2023-08-01 22:14:28.439000,,
6800865064849,,help,2023-08-01 22:14:28.475000,,
6800865064849,,help,2023-08-01 22:14:28.578000,,
6800865064849,,help,2023-08-01 22:14:28.617000,,
6800865064849,,help,2023-08-01 22:14:28.720000,,
6800865064849,,help,2023-08-01 22:14:28.758000,,
6800865064849,,help,2023-08-01 22:14:28.876000,,
6800865064849,,help,2023-08-01 22:14:30.440000,,
6800865064849,,help,2023-08-01 22:14:30.756000,,
6800865064849,,help,2023-08-01 22:14:31.153000,,
6800865064849,,help,2023-08-01 22:14:31.227000,,
6800865064849,,help,2023-08-01 22:14:31.265000,,
6800865064849,26,hover,2023-08-01 22:14:31.554000,,
6800865064849,18,hover,2023-08-01 22:14:32.448000,,
6800865064849,,zoom,2023-08-01 22:14:33.625000,,
6800865064849,7,click,2023-08-01 22:14:34.562000,,
6800865064849,,zoom,2023-08-01 22:14:34.571000,,
6800865064849,7,hover,2023-08-01 22:14:34.810000,,
6800865064849,,zoom,2023-08-01 22:14:35.306000,,
6800865064849,,zoom,2023-08-01 22:14:35.361000,,
6800865064849,,zoom,2023-08-01 22:14:35.374000,,
6800865064849,,zoom,2023-08-01 22:14:35.427000,,
6800865064849,15,hover,2023-08-01 22:14:35.658000,,
6800865064849,,zoom,2023-08-01 22:14:36.256000,,
6800865064849,,zoom,2023-08-01 22:14:36.302000,,
6800865064849,,zoom,2023-08-01 22:14:36.323000,,
6800865064849,,zoom,2023-08-01 22:14:36.378000,,
6800865064849,26,hover,2023-08-01 22:14:37.943000,,
6800865064849,26,click,2023-08-01 22:14:38.985000,,
6800865064849,,zoom,2023-08-01 22:14:38.994000,,
6800865064849,26,hover,2023-08-01 22:14:39.113000,,
6800865064849,30,hover,2023-08-01 22:14:39.583000,,
6800865064849,26,hover,2023-08-01 22:14:52.933000,,
6800865064849,6,hover,2023-08-01 22:14:52.991000,,
6800865064849,24,hover,2023-08-01 22:14:55.431000,,
6800865064849,17,hover,2023-08-01 22:14:55.492000,,
6800865064849,,click_axis_y,2023-08-01 22:14:56.628000,,
6800865064849,,axis_y,2023-08-01 22:14:58.337000,Monthly Balance,Num of Loan
6800865064849,26,hover,2023-08-01 22:14:59.388000,,
6800865064849,24,hover,2023-08-01 22:15:00.782000,,
6800865064849,,click_axis_y,2023-08-01 22:15:01.544000,,
6800865064849,,axis_y,2023-08-01 22:15:03.322000,Monthly Balance,Num of Delayed Payment
6800865064849,,zoom,2023-08-01 22:15:03.392000,,
6800865064849,15,hover,2023-08-01 22:15:12.911000,,
6800865064849,22,hover,2023-08-01 22:15:13.321000,,
6800865064849,15,hover,2023-08-01 22:15:13.686000,,
6800865064849,28,hover,2023-08-01 22:15:17.802000,,
6800865064849,,click_axis_x,2023-08-01 22:15:18.616000,,
6800865064849,,axis_x,2023-08-01 22:15:21.894000,Monthly Balance,Credit History Age
6800865064849,,zoom,2023-08-01 22:15:21.905000,,
6800865064849,25,hover,2023-08-01 22:15:24.095000,,
6800865064849,1,hover,2023-08-01 22:15:24.196000,,
6800865064849,13,hover,2023-08-01 22:15:33.761000,,
6800865064849,25,hover,2023-08-01 22:15:34.092000,,
6800865064849,25,hover,2023-08-01 22:15:35.615000,,
6800865064849,25,hover,2023-08-01 22:15:40.857000,,
6800865064849,15,hover,2023-08-01 22:15:41.288000,,
6800865064849,6,hover,2023-08-01 22:15:45.186000,,
6800865064849,12,hover,2023-08-01 22:15:45.262000,,
6800865064849,,click_axis_y,2023-08-01 22:15:46.663000,,
6800865064849,,axis_y,2023-08-01 22:15:49.137000,Credit History Age,Outstanding Debt
6800865064849,,zoom,2023-08-01 22:15:49.151000,,
6800865064849,10,click,2023-08-01 22:15:57.016000,,
6800865064849,,zoom,2023-08-01 22:15:57.032000,,
6800865064849,10,hover,2023-08-01 22:15:58.550000,,
6800865064849,8,hover,2023-08-01 22:15:58.600000,,
6800865064849,29,hover,2023-08-01 22:15:59.791000,,
6800865064849,17,hover,2023-08-01 22:16:01.541000,,
6800865064849,9,hover,2023-08-01 22:16:03.043000,,
6800865064849,9,click,2023-08-01 22:16:05.527000,,
6800865064849,,zoom,2023-08-01 22:16:05.603000,,
6800865064849,9,hover,2023-08-01 22:16:05.783000,,
6800865064849,27,hover,2023-08-01 22:16:12.188000,,
6800865064849,13,hover,2023-08-01 22:16:13.029000,,
6800865064849,16,hover,2023-08-01 22:16:13.868000,,
6800865064849,,zoom,2023-08-01 22:16:14.781000,,
6800865064849,13,hover,2023-08-01 22:16:15.213000,,
6800865064849,16,hover,2023-08-01 22:16:15.257000,,
6800865064849,16,hover,2023-08-01 22:16:15.447000,,
6800865064849,,zoom,2023-08-01 22:16:16.231000,,
6800865064849,,drag,2023-08-01 22:16:16.232000,,
6800865064849,,zoom,2023-08-01 22:16:16.270000,,
6800865064849,,zoom,2023-08-01 22:16:16.295000,,
6800865064849,,drag,2023-08-01 22:16:16.295000,,
6800865064849,,zoom,2023-08-01 22:16:16.351000,,
6800865064849,16,hover,2023-08-01 22:16:16.777000,,
6800865064849,13,click,2023-08-01 22:16:17.115000,,
6800865064849,,zoom,2023-08-01 22:16:17.125000,,
6800865064849,13,hover,2023-08-01 22:16:17.192000,,
6800865064849,16,click,2023-08-01 22:16:17.687000,,
6800865064849,,zoom,2023-08-01 22:16:17.695000,,
6800865064849,16,hover,2023-08-01 22:16:18.020000,,
6800865064849,27,hover,2023-08-01 22:16:18.401000,,
6800865064849,,zoom,2023-08-01 22:16:20.438000,,
6800865064849,1,hover,2023-08-01 22:16:21.309000,,
6800865064849,,zoom,2023-08-01 22:16:21.814000,,
6800865064849,,drag,2023-08-01 22:16:21.814000,,
6800865064849,,zoom,2023-08-01 22:16:21.843000,,
6800865064849,,zoom,2023-08-01 22:16:21.864000,,
6800865064849,,drag,2023-08-01 22:16:21.864000,,
6800865064849,,zoom,2023-08-01 22:16:21.930000,,
6800865064849,29,hover,2023-08-01 22:16:22.188000,,
6800865064849,12,click,2023-08-01 22:16:23.190000,,
6800865064849,,zoom,2023-08-01 22:16:23.203000,,
6800865064849,12,hover,2023-08-01 22:16:23.292000,,
6800865064849,17,hover,2023-08-01 22:16:23.567000,,
6800865064849,22,click,2023-08-01 22:16:24.098000,,
6800865064849,,zoom,2023-08-01 22:16:24.108000,,
6800865064849,22,hover,2023-08-01 22:16:24.394000,,
6800865064849,26,hover,2023-08-01 22:16:24.537000,,
6800865064849,,zoom,2023-08-01 22:16:26.205000,,
6800865064849,,zoom,2023-08-01 22:16:26.255000,,
6800865064849,,zoom,2023-08-01 22:16:26.330000,,
6800865064849,,zoom,2023-08-01 22:16:26.382000,,
6800865064849,,zoom,2023-08-01 22:16:26.532000,,
6800865064849,,zoom,2023-08-01 22:16:26.581000,,
6800865064849,,zoom,2023-08-01 22:16:27.084000,,
6800865064849,,zoom,2023-08-01 22:16:27.134000,,
6800865064849,,zoom,2023-08-01 22:16:27.169000,,
6800865064849,,zoom,2023-08-01 22:16:27.226000,,
6800865064849,,zoom,2023-08-01 22:16:27.251000,,
6800865064849,,zoom,2023-08-01 22:16:27.286000,,
6800865064849,,zoom,2023-08-01 22:16:27.312000,,
6800865064849,,zoom,2023-08-01 22:16:27.362000,,
6800865064849,,zoom,2023-08-01 22:16:27.390000,,
6800865064849,,zoom,2023-08-01 22:16:27.445000,,
6800865064849,,zoom,2023-08-01 22:16:27.950000,,
6800865064849,,zoom,2023-08-01 22:16:28.004000,,
6800865064849,,zoom,2023-08-01 22:16:28.014000,,
6800865064849,,zoom,2023-08-01 22:16:28.065000,,
6800865064849,,zoom,2023-08-01 22:16:28.075000,,
6800865064849,,zoom,2023-08-01 22:16:28.129000,,
6800865064849,24,hover,2023-08-01 22:16:29.039000,,
6800865064849,4,hover,2023-08-01 22:16:37.333000,,
6800865064849,4,hover,2023-08-01 22:16:39.508000,,
6800865064849,30,hover,2023-08-01 22:16:42.276000,,
6800865064849,4,hover,2023-08-01 22:16:46.549000,,
6800865064849,6,click,2023-08-01 22:16:49.703000,,
6800865064849,,zoom,2023-08-01 22:16:49.779000,,
6800865064849,6,hover,2023-08-01 22:16:50.531000,,
6800865064849,1,hover,2023-08-01 22:16:54.832000,,
6800865064849,,zoom,2023-08-01 22:16:55.878000,,
6800865064849,1,click,2023-08-01 22:16:56.994000,,
6800865064849,,zoom,2023-08-01 22:16:57.004000,,
6800865064849,1,hover,2023-08-01 22:16:57.403000,,
6800865064849,2,click,2023-08-01 22:16:59.182000,,
6800865064849,,zoom,2023-08-01 22:16:59.191000,,
6800865064849,2,hover,2023-08-01 22:16:59.393000,,
6800865064849,24,hover,2023-08-01 22:16:59.595000,,
6800865064849,,zoom,2023-08-01 22:17:00.434000,,
6800865064849,24,hover,2023-08-01 22:17:00.626000,,
6800865064849,14,hover,2023-08-01 22:17:00.828000,,
6800865064849,24,click,2023-08-01 22:17:01.411000,,
6800865064849,,zoom,2023-08-01 22:17:01.425000,,
6800865064849,24,hover,2023-08-01 22:17:01.515000,,
6800865064849,17,click,2023-08-01 22:17:02.045000,,
6800865064849,,zoom,2023-08-01 22:17:02.054000,,
6800865064849,17,hover,2023-08-01 22:17:02.177000,,
6800865064849,,click_axis_y,2023-08-01 22:17:03.358000,,
6800865064849,,axis_y,2023-08-01 22:17:04.699000,Credit History Age,Num Credit Card
6800865064849,,zoom,2023-08-01 22:17:04.769000,,
6800865064849,,zoom,2023-08-01 22:17:07.160000,,
6800865064849,4,click,2023-08-01 22:17:08.218000,,
6800865064849,,zoom,2023-08-01 22:17:08.228000,,
6800865064849,4,hover,2023-08-01 22:17:08.341000,,
6800865064849,,drag,2023-08-01 22:17:09.742000,,
6800865064849,,zoom,2023-08-01 22:17:09.742000,,
6800865064849,,zoom,2023-08-01 22:17:09.800000,,
6800865064849,30,hover,2023-08-01 22:17:10.289000,,
6800865064849,30,hover,2023-08-01 22:17:10.648000,,
6800865064849,30,hover,2023-08-01 22:17:11.334000,,
6800865064849,,drag,2023-08-01 22:17:11.603000,,
6800865064849,,zoom,2023-08-01 22:17:11.603000,,
6800865064849,,zoom,2023-08-01 22:17:11.658000,,
6800865064849,,zoom,2023-08-01 22:17:11.669000,,
6800865064849,,drag,2023-08-01 22:17:11.669000,,
6800865064849,30,hover,2023-08-01 22:17:11.673000,,
6800865064849,,zoom,2023-08-01 22:17:11.734000,,
6800865064849,,zoom,2023-08-01 22:17:13.566000,,
6800865064849,,drag,2023-08-01 22:17:14.348000,,
6800865064849,,zoom,2023-08-01 22:17:14.348000,,
6800865064849,,zoom,2023-08-01 22:17:14.407000,,
6800865064849,6,hover,2023-08-01 22:17:14.561000,,
6800865064849,30,click,2023-08-01 22:17:15.105000,,
6800865064849,,zoom,2023-08-01 22:17:15.114000,,
6800865064849,30,hover,2023-08-01 22:17:15.315000,,
6800865064849,,zoom,2023-08-01 22:17:16.125000,,
6800865064849,2,hover,2023-08-01 22:17:16.645000,,
6800865064849,3,click,2023-08-01 22:17:17.204000,,
6800865064849,,zoom,2023-08-01 22:17:17.212000,,
6800865064849,3,hover,2023-08-01 22:17:17.320000,,
6800865064849,11,click,2023-08-01 22:17:17.954000,,
6800865064849,,zoom,2023-08-01 22:17:17.966000,,
6800865064849,11,hover,2023-08-01 22:17:18.114000,,
6800865064849,,zoom,2023-08-01 22:17:19.042000,,
6800865064849,2,hover,2023-08-01 22:17:19.238000,,
6800865064849,,zoom,2023-08-01 22:17:19.904000,,
6800865064849,,drag,2023-08-01 22:17:19.904000,,
6800865064849,,zoom,2023-08-01 22:17:19.947000,,
6800865064849,8,hover,2023-08-01 22:17:20.016000,,
6800865064849,27,hover,2023-08-01 22:17:20.683000,,
6800865064849,23,hover,2023-08-01 22:17:20.730000,,
6800865064849,23,hover,2023-08-01 22:17:20.943000,,
6800865064849,,drag,2023-08-01 22:17:21.099000,,
6800865064849,,zoom,2023-08-01 22:17:21.099000,,
6800865064849,27,hover,2023-08-01 22:17:21.103000,,
6800865064849,,zoom,2023-08-01 22:17:21.157000,,
6800865064849,,zoom,2023-08-01 22:17:21.168000,,
6800865064849,,drag,2023-08-01 22:17:21.169000,,
6800865064849,23,hover,2023-08-01 22:17:21.172000,,
6800865064849,,zoom,2023-08-01 22:17:21.201000,,
6800865064849,,drag,2023-08-01 22:17:21.201000,,
6800865064849,27,hover,2023-08-01 22:17:21.209000,,
6800865064849,,zoom,2023-08-01 22:17:21.247000,,
6800865064849,,zoom,2023-08-01 22:17:21.516000,,
6800865064849,,drag,2023-08-01 22:17:21.516000,,
6800865064849,,zoom,2023-08-01 22:17:21.591000,,
6800865064849,,zoom,2023-08-01 22:17:21.604000,,
6800865064849,,drag,2023-08-01 22:17:21.604000,,
6800865064849,,zoom,2023-08-01 22:17:21.655000,,
6800865064849,27,hover,2023-08-01 22:17:21.817000,,
6800865064849,,drag,2023-08-01 22:17:21.819000,,
6800865064849,,zoom,2023-08-01 22:17:21.819000,,
6800865064849,27,hover,2023-08-01 22:17:21.844000,,
6800865064849,,zoom,2023-08-01 22:17:21.911000,,
6800865064849,23,click,2023-08-01 22:17:22.276000,,
6800865064849,,zoom,2023-08-01 22:17:22.288000,,
6800865064849,23,hover,2023-08-01 22:17:22.559000,,
6800865064849,,zoom,2023-08-01 22:17:22.999000,,
6800865064849,,drag,2023-08-01 22:17:22.999000,,
6800865064849,,zoom,2023-08-01 22:17:23.055000,,
6800865064849,19,click,2023-08-01 22:17:23.821000,,
6800865064849,,zoom,2023-08-01 22:17:23.831000,,
6800865064849,19,hover,2023-08-01 22:17:23.916000,,
6800865064849,27,click,2023-08-01 22:17:25.356000,,
6800865064849,,zoom,2023-08-01 22:17:25.367000,,
6800865064849,27,hover,2023-08-01 22:17:25.615000,,
6800865064849,25,click,2023-08-01 22:17:26.338000,,
6800865064849,,zoom,2023-08-01 22:17:26.347000,,
6800865064849,25,hover,2023-08-01 22:17:26.532000,,
6800865064849,,zoom,2023-08-01 22:17:27.352000,,
6800865064849,,zoom,2023-08-01 22:17:28.098000,,
6800865064849,,drag,2023-08-01 22:17:28.098000,,
6800865064849,21,hover,2023-08-01 22:17:28.140000,,
6800865064849,,drag,2023-08-01 22:17:28.145000,,
6800865064849,,zoom,2023-08-01 22:17:28.145000,,
6800865064849,20,hover,2023-08-01 22:17:28.149000,,
6800865064849,21,hover,2023-08-01 22:17:28.151000,,
6800865064849,,zoom,2023-08-01 22:17:28.173000,,
6800865064849,20,hover,2023-08-01 22:17:28.409000,,
6800865064849,21,hover,2023-08-01 22:17:28.480000,,
6800865064849,21,click,2023-08-01 22:17:29.280000,,
6800865064849,,zoom,2023-08-01 22:17:29.292000,,
6800865064849,21,hover,2023-08-01 22:17:29.843000,,
6800865064849,20,click,2023-08-01 22:17:30.265000,,
6800865064849,,zoom,2023-08-01 22:17:30.273000,,
6800865064849,20,hover,2023-08-01 22:17:30.712000,,
6800865064849,14,hover,2023-08-01 22:17:31.503000,,
6800865064849,,zoom,2023-08-01 22:17:33.014000,,
6800865064849,29,click,2023-08-01 22:17:34.565000,,
6800865064849,,zoom,2023-08-01 22:17:34.575000,,
6800865064849,29,hover,2023-08-01 22:17:34.653000,,
6800865064849,28,hover,2023-08-01 22:17:35.486000,,
6800865064849,24,hover,2023-08-01 22:17:35.955000,,
6800865064849,,zoom,2023-08-01 22:17:36.525000,,
6800865064849,,drag,2023-08-01 22:17:36.525000,,
